02633 | 0000343680 | 0000010292 | 0000001472 | 0000001707| 
02634 | 0000417700 | 0000006124 | 0000000800 | 0000000861| 
02635 | 0000270088 | 0000005888 | 0000000716 | 0000000765| 
02640 | 0000447632 | 0000010276 | 0000002028 | 0000002383| 
02651 | 0000489756 | 0000023068 | 0000005572 | 0000005929| 
02652 | 0000372728 | 0000007248 | 0000001076 | 0000001176| 
02653 | 0000327516 | 0000008656 | 0000001196 | 0000001310| 
02654 | 0000423372 | 0000022048 | 0000005504 | 0000005833| 
02666 | 0000338636 | 0000020912 | 0000004840 | 0000005134| 
02667 | 0000272816 | 0000006320 | 0000000752 | 0000000805| 
02670 | 0000464396 | 0000014636 | 0000002096 | 0000002343| 
02671 | 0000736880 | 0000023800 | 0000005952 | 0000006579| 
02674 | 0000501628 | 0000022396 | 0000005196 | 0000005547| 
02675 | 0000360148 | 0000008996 | 0000002096 | 0000002204| 
02676 | 0000272820 | 0000006392 | 0000000784 | 0000000838| 
02680 | 0001125952 | 0000024972 | 0000005772 | 0000006501| 
02728 | 0000503120 | 0000013368 | 0000001968 | 0000002202| 
02865 | 0000271940 | 0000006684 | 0000001500 | 0000001599| 
02867 | 0000832040 | 0000046784 | 0000014284 | 0000016500| 
02872 | 0000367780 | 0000008000 | 0000001224 | 0000001338| 
02886 | 0000887008 | 0000061212 | 0000040424 | 0000041570| 
02903 | 0000199472 | 0000007164 | 0000000936 | 0000001011| 
02913 | 0000362744 | 0000008964 | 0000001584 | 0000001754| 
02943 | 0001130760 | 0000057408 | 0000040428 | 0000041448| 
02956 | 0000727416 | 0000019580 | 0000003628 | 0000004393| 
02968 | 0000864404 | 0000020928 | 0000003988 | 0000004951| 
02981 | 0000199284 | 0000006524 | 0000001220 | 0000001292| 
02984 | 0000770220 | 0000015568 | 0000003768 | 0000004144| 
02992 | 0000427912 | 0000009028 | 0000001464 | 0000001730| 
03008 | 0000326604 | 0000013504 | 0000003136 | 0000003626| 
03225 | 0000592116 | 0000027788 | 0000005652 | 0000006363| 
03241 | 0001343124 | 0000193912 | 0000161720 | 0000163554| 
03300 | 0000791772 | 0000028836 | 0000006492 | 0000009972| 
07508 | 0004196972 | 0000520392 | 0000339984 | 0000383150| 
07677 | 0003563208 | 0000539444 | 0000399840 | 0000419202| 
07751 | 0002718272 | 0000154856 | 0000057044 | 0000065062| 
07788 | 0002613192 | 0000114192 | 0000028424 | 0000034651| 
07949 | 0003673780 | 0000584944 | 0000428552 | 0000456616| 
08276 | 0000370360 | 0000043180 | 0000009208 | 0000011790| 
10301 | 0000187912 | 0000005220 | 0000000652 | 0000000709| 
11593 | 0000011312 | 0000003324 | 0000000484 | 0000001152| 
15658 | 0000255768 | 0000008500 | 0000001312 | 0000001597| 
18062 | 0000365024 | 0000008560 | 0000001272 | 0000001412| 
18092 | 0000375636 | 0000008076 | 0000001204 | 0000001343| 
18107 | 0000726292 | 0000062552 | 0000029088 | 0000031148| 
18118 | 0000059004 | 0000008216 | 0000003988 | 0000004368| 
19802 | 0002397340 | 0000661584 | 0000610788 | 0000621105| 
02480 | 0001376964 | 0000243740 | 0000208992 | 0000213912| 
02505 | 0000274604 | 0000028288 | 0000019488 | 0000019717| 
03558 | 0001384172 | 0000102580 | 0000066612 | 0000071785| 
03565 | 0000187744 | 0000005196 | 0000000632 | 0000000666| 
06078 | 0000503804 | 0000015760 | 0000000344 | 0000001817| 
06079 | 0000503804 | 0000015704 | 0000000244 | 0000001759| 
06080 | 0000503804 | 0000015704 | 0000000244 | 0000001759| 
06081 | 0000503804 | 0000015704 | 0000000244 | 0000001759| 
06082 | 0000503804 | 0000015704 | 0000000244 | 0000001759| 
06083 | 0000503804 | 0000015704 | 0000000244 | 0000001759| 
06084 | 0000102200 | 0000008396 | 0000002008 | 0000002232| 
06085 | 0000303536 | 0000011412 | 0000001876 | 0000002204| 
09359 | 0002863440 | 0000213056 | 0000103368 | 0000114087| 
09509 | 0002888680 | 0000186100 | 0000072824 | 0000083262| 
09718 | 0002699180 | 0000165572 | 0000060976 | 0000069735| 
09745 | 0002618800 | 0000122392 | 0000027028 | 0000034202| 
12874 | 0000750948 | 0000163452 | 0000130124 | 0000133388| 
12925 | 0002940836 | 0000207928 | 0000090012 | 0000102345| 
12953 | 0002741816 | 0000194080 | 0000090936 | 0000099805| 
17890 | 0000025988 | 0000006308 | 0000002436 | 0000002749| 
18865 | 0000055620 | 0000006848 | 0000002660 | 0000003025| 
19050 | 0000055612 | 0000006888 | 0000002688 | 0000003052| 
20305 | 0002952224 | 0000160776 | 0000078060 | 0000103688| 
20310 | 0000388156 | 0000044248 | 0000000064 | 0000011353| 
20312 | 0000388156 | 0000011088 | 0000000064 | 0000004272| 
20341 | 0000996092 | 0000074088 | 0000023728 | 0000035839| 
20397 | 0000787396 | 0000092976 | 0000014972 | 0000041367| 
20449 | 0003389252 | 0000441128 | 0000354300 | 0000383524| 
21118 | 0000212212 | 0000006320 | 0000001164 | 0000001374| 
21136 | 0001183096 | 0000200448 | 0000165168 | 0000167621| 
21279 | 0000456292 | 0000061396 | 0000026868 | 0000029719| 
22415 | 0000055716 | 0000006976 | 0000002760 | 0000003136| 
22617 | 0000008848 | 0000001888 | 0000000120 | 0000000134| 
